Name,Aadhaar,ClaimAmount,SubsidyType,Date,FraudLabel
Harrison Merchant,196870666884,21102,Farming,2024-08-15,0
Neel Deshmukh,903791894499,13346,Housing,2024-07-14,0
Baljiwan Ben,174279792519,13773,Healthcare,2025-06-17,0
Jeet Dugal,073397351090,3402,Healthcare,2024-10-16,0
Maanas Misra,655942824911,28545,Equipment,2024-12-18,0
Yashodhara Majumdar,466609935387,14898,Healthcare,2025-02-17,1
Manbir Balasubramanian,816266698742,22349,Farming,2024-10-25,0
Vanya Kadakia,937416089899,46045,Equipment,2024-07-09,1
Ekanta Sharma,640819444890,3525,Farming,2024-11-29,0
Gopal Jani,485623788617,20665,Farming,2024-09-05,0
Dayita Shenoy,817921717477,10608,Healthcare,2025-05-21,1
Rehaan Butala,575920985202,64999,Housing,2024-09-29,0
Nachiket Kurian,626616864300,3215,LPG,2024-09-07,0
Radha Dixit,517702238045,9717,Farming,2025-03-16,0
Rohan Shankar,579980284139,11647,Education,2025-03-23,0
Michael Keer,814962340216,10592,Equipment,2025-05-11,1
Yashvi Sane,066714853331,293690,Housing,2024-11-08,1
Udarsh Dugar,749503346705,89918,Housing,2024-10-12,0
Anmol Singh,741685573952,21935,Farming,2025-04-01,0
Amaira Kothari,536065681540,8048,Healthcare,2025-01-03,0
Benjamin Bansal,753087722696,93763,Housing,2024-10-24,0
Pratyush Bath,996980908456,19450,Farming,2024-08-13,0
Varenya Ratti,493085368663,7097,Education,2025-05-11,1
Manan Sarna,823141046871,6482,LPG,2025-01-29,0
Upadhriti Warrior,636698375550,6905,LPG,2024-12-20,0
Arunima Agrawal,016741224864,12962,Education,2025-04-29,0
Gaurav D’Alia,020765796675,1669,Healthcare,2024-10-14,0
Raksha Magar,748510175167,80457,Housing,2025-04-07,0
Reyansh Wali,666005946893,11670,Education,2025-01-15,0
Udant Sha,808293850284,53312,Housing,2025-04-10,0
Sachi Prasad,401855297954,3897,LPG,2025-06-10,0
Maanav Kalita,553375656976,4938,LPG,2025-03-19,0
Shivani Pradhan,992789383160,21942,Farming,2024-11-25,0
Jonathan Thaman,795118121652,41183,Equipment,2024-07-31,0
Yamini Bhattacharyya,007672000732,25619,Housing,2024-11-16,0
Bimala Mitra,313259367813,50259,Housing,2024-12-10,0
Warhi Dhawan,026558592458,4978,Education,2024-11-04,0
Lipika Goel,571779185064,12694,Education,2025-02-18,0
Dhruv Dave,792062314596,10042,Healthcare,2025-03-16,0
Liam Jhaveri,063242415415,25609,Equipment,2024-11-28,1
Pallavi Modi,777110909332,6457,Equipment,2025-05-13,1
Janya Ganesh,685134982734,2407,Healthcare,2025-04-20,0
Mekhala Naidu,569647413311,2094,LPG,2025-01-29,0
Kavya Dutt,360842296651,3162,LPG,2024-11-11,0
Forum Gaba,075792703084,5351,LPG,2025-04-19,0
Vansha Kade,746222254463,6337,Healthcare,2025-06-02,0
Guneet Yadav,915289328166,6658,LPG,2024-08-11,0
Ekaraj Zachariah,466535389629,13379,Healthcare,2024-11-05,0
Chameli Mallick,417890668024,8846,Farming,2025-04-06,0
Ekansh Jhaveri,205046578466,269906,Equipment,2024-09-12,1
Harrison Dugar,867449597378,69333,Housing,2025-01-24,0
Maanav Rao,874224349093,2426,LPG,2025-04-26,0
Arunima Chokshi,091626969672,10104,Education,2025-05-13,1
Eiravati Gokhale,284399748698,2788,Education,2024-12-24,0
Oni Virk,311426265511,80021,Housing,2025-03-20,1
Tanveer Sarkar,700620821240,85579,Housing,2025-06-02,0
Frado Bhatti,747765659070,3619,LPG,2025-05-10,0
Vamakshi Sidhu,327192980284,19503,Equipment,2024-08-27,0
Hamsini Subramanian,542573066248,6054,Education,2025-05-18,0
Parth Ravi,433481705802,7088,LPG,2025-01-27,0
Sanaya Arya,148871069562,6949,LPG,2024-08-09,0
Sathvik Bhavsar,622659415258,14580,Farming,2024-08-12,0
Jatin Tak,551967577616,6204,LPG,2025-03-14,0
Saanvi Nagi,370033228556,41864,Equipment,2024-07-10,0
George Rajagopalan,971373887240,48228,Equipment,2024-09-09,0
Girik Rau,229812099576,4350,LPG,2025-03-18,0
Radha Om,126547370421,2275,LPG,2024-09-12,0
Orinder Sinha,862044851579,9735,Equipment,2025-02-23,0
Idika Walia,807374167243,5781,LPG,2025-02-02,0
Shivansh Krish,733221418880,23522,Equipment,2025-05-13,0
Raagini Joshi,936175908870,17574,Education,2025-01-05,0
Omisha Koshy,217410375141,35217,Housing,2025-01-26,0
Vedhika Bhagat,652664267351,13732,Farming,2024-11-21,0
Hardik Puri,132708725466,17368,LPG,2025-10-03,1
Nirja Karan,741756592300,7068,Farming,2024-09-30,0
Bhavini Sundaram,868419623326,363107,Education,2025-01-01,1
Gabriel Chahal,922700437704,30663,Equipment,2024-12-03,0
Gagan Garg,548338806719,10871,Education,2024-09-27,0
Gaurang Ahuja,713887402234,25942,Equipment,2024-08-05,0
Bina Baria,809885165604,1592,LPG,2025-04-18,1
Aachal Halder,332717666416,9609,Farming,2024-10-13,0
Champak Issac,629946804436,10358,Healthcare,2025-02-06,1
Chaitanya Mane,729129896733,25133,Equipment,2025-06-17,0
Chavvi Wason,343812580256,4834,Farming,2025-02-12,0
Devika Borde,834370241052,13656,Healthcare,2025-01-03,0
Manthan Bahri,950444920954,3874,LPG,2025-05-05,0
Pushti Nayar,624694762936,56472,Equipment,2024-11-23,0
Urishilla Kata,511303076617,8967,Education,2024-08-24,0
Isaac Babu,897015221336,33692,Equipment,2025-01-09,0
Harsh Deo,648072791033,72680,Housing,2024-09-24,0
Xavier Atwal,260657682996,23215,Housing,2024-09-30,0
Xalak Pant,126665602336,18277,Education,2024-12-30,0
Zilmil Rana,485713399627,59217,Housing,2024-08-14,0
Ucchal Tiwari,762090144734,14082,Education,2024-10-05,0
Zilmil Bath,511080306154,18418,Housing,2024-12-11,0
Mitesh Mandal,946418398416,31827,Housing,2025-02-20,0
Neha Anne,364353712146,4166,Farming,2024-07-31,0
Sanya Gopal,725398374537,1840,LPG,2024-10-04,0
Eiravati Seshadri,556258815371,25943,Equipment,2025-04-15,1
Tarak Buch,792708553166,1867,LPG,2024-10-26,0
Girik Palla,864594780079,19201,Farming,2024-11-16,0
Isaac Sridhar,832570236923,5185,Healthcare,2025-04-30,0
Urvi Radhakrishnan,473081690350,18940,Farming,2024-11-17,0
Yug Malhotra,222705102876,32229,Healthcare,2025-10-12,1
Wishi Dada,422470428485,19858,Education,2024-10-11,0
Ridhi Shere,312773152815,13907,Healthcare,2024-11-20,0
Jagrati Venkatesh,084337241749,13042,Education,2025-02-11,0
Zayyan Majumdar,506378952527,63945,Housing,2025-03-11,0
Warinder Jani,989582948630,8819,Healthcare,2025-02-22,0
Leela Chakraborty,978930746452,7785,Education,2025-04-16,0
Jyoti Bose,753848111570,9590,Farming,2025-01-06,0
Dalaja Deo,071695215605,62095,Housing,2025-02-27,0
Neel Gandhi,815921816977,2374,LPG,2025-06-01,0
Nimrat Warrior,417450115959,4581,Farming,2025-04-08,0
Veer Chaudhry,739473121727,5625,Farming,2024-07-15,1
Falan Krish,520535313184,39149,Healthcare,2025-10-14,1
Zashil Ben,313656519825,19813,Farming,2025-04-30,0
Naveen Kumer,840027300869,91660,Housing,2025-01-16,0
Harini Kothari,026943313225,4446,LPG,2025-01-13,0
Radha Palla,059690371390,96195,Housing,2025-03-15,0
Quincy Kant,872450409414,69861,Housing,2024-08-16,0
Chanchal Sheth,119831030527,5643,Education,2024-11-08,0
Aadhya Gandhi,319422365327,6653,Education,2025-03-04,0
Triya Dhillon,959624132459,10971,Equipment,2024-09-05,0
Eesha Shetty,228562837237,15765,LPG,2025-05-10,1
Sarthak Nagar,173849627436,14203,Healthcare,2024-12-05,0
Zashil Tripathi,714270931912,8512,Equipment,2024-12-19,0
Vaishnavi Pillai,392213170195,6318,Healthcare,2025-01-29,0
Mohammed Dayal,849825449481,18259,Education,2024-11-25,1
Tejas Mohan,181621115674,16354,Equipment,2024-12-16,0
Thomas Gour,760299140688,1936,LPG,2024-10-08,0
Chakradhar Sangha,039098803254,14102,Farming,2024-12-01,0
Frado Lad,911289812317,38266,Equipment,2024-12-10,0
Bhavna Pillai,848190331718,7321,Equipment,2025-06-16,0
Anirudh Dhar,501829990910,3009,Education,2025-01-10,0
Gopal Verma,819634813004,58258,Equipment,2024-11-01,0
Daksha Kibe,819523710068,87595,Housing,2024-08-06,0
Champak Dhaliwal,024911699347,35651,Equipment,2025-02-17,0
Baljiwan Gulati,914018643571,16841,Housing,2024-07-08,0
Rajata Sehgal,413174485195,3327,LPG,2024-09-26,0
Netra Sehgal,284705203132,8335,Healthcare,2025-02-21,0
Zansi Rama,779879504700,5552,Equipment,2025-05-23,1
Shaurya Chander,917648261481,12409,Education,2024-12-22,0
Anya Kala,995521572314,8482,Healthcare,2025-02-12,0
Vrinda Manda,083743200608,3043,Farming,2025-02-18,0
Bhanumati Dar,876415572131,58800,Equipment,2024-08-12,0
Xiti Thakkar,411363177626,3730,Education,2025-03-24,0
Azad Dalal,070081334902,23832,Farming,2025-03-03,0
Hemani Chacko,009173163324,17507,Equipment,2025-06-02,0
Vedhika Mohanty,016014043044,6991,LPG,2025-02-14,0
Eesha Bir,434123016049,15480,Farming,2025-05-10,1
Kashvi Dugal,513276179480,12366,Equipment,2024-12-24,0
Madhav Bora,272974401216,2175,Education,2025-01-20,0
Deepa Bera,680798105131,4339,LPG,2024-09-19,0
Harish Rajan,037191275939,48313,Equipment,2024-12-09,0
Nimrat Bajwa,373415177345,5979,LPG,2024-12-17,0
Ekapad Thakkar,660937966033,4192,LPG,2024-08-05,1
Dakshesh Kalla,446144092335,10242,Education,2025-01-19,0
Ekta Sha,449972787558,23528,Farming,2024-12-03,1
Raghav Ravi,099034913156,23843,Equipment,2025-06-29,0
Manan Ravi,387787000985,7429,LPG,2024-07-29,0
Yasti Sharma,053749738978,59264,Equipment,2024-08-08,0
Ekaja Hora,599447698801,17765,Farming,2024-09-23,0
Dominic Mallick,970320434743,16271,Equipment,2024-12-04,0
Vrinda Ranganathan,877699021074,3377,LPG,2024-08-18,0
Vaishnavi Rattan,211474675732,22418,Equipment,2025-06-28,0
Dev Varma,876461132988,7484,Farming,2025-02-04,0
Anirudh Tripathi,682509522946,3376,Farming,2025-04-29,0
Jhalak Hayer,249371041762,12688,LPG,2025-05-17,1
Wahab Raval,900532931839,15921,Housing,2025-05-17,1
Balhaar Menon,017524001755,7272,Education,2025-06-06,0
Yasti Memon,529193056751,6159,LPG,2025-02-20,0
Kala Sheth,180320530649,11022,Education,2025-03-16,0
Diya Gole,697093170695,3976,LPG,2025-03-09,0
Xalak Rama,324975393036,17741,Education,2025-04-19,0
Lakshit D’Alia,616338638130,6133,Farming,2025-01-26,0
Qarin Sankar,832152900741,26075,Equipment,2025-01-10,0
Chanakya Singh,623425301281,4677,Healthcare,2024-07-02,0
Jason Dey,234874939166,16345,Education,2025-04-24,0
Onveer Kari,991404186905,82843,Housing,2025-03-14,0
Matthew Mishra,890637661448,1282,Healthcare,2024-12-09,0
Ryan Madan,103524154479,43764,Equipment,2024-12-18,0
Charita Bandi,387603299148,1200,Healthcare,2025-06-19,0
Inaya Mukhopadhyay,337240655967,12842,Farming,2025-04-21,0
Utkarsh Khatri,203387384535,16289,Education,2024-09-03,0
Dev Pau,062772711356,11995,Healthcare,2025-03-06,0
Krishna Dubey,315391204080,8834,Farming,2025-05-08,1
Riya Vohra,732036071498,13396,Housing,2024-10-13,0
Harshil Garg,467795268908,24846,Farming,2025-01-23,0
Shravya Panchal,851328994337,11992,Healthcare,2024-09-03,0
Widisha Dixit,452342864497,81374,Housing,2024-09-27,0
Chakrika Pandit,341816250430,661,Healthcare,2025-04-21,0
Ojasvi Dave,277913450948,6164,Farming,2024-08-09,0
Bachittar Rao,452969338947,10489,Equipment,2025-05-18,1
Triveni Pant,562706105009,10738,Education,2024-08-23,0
Varsha Tank,203806958621,5355,Healthcare,2025-05-29,0
Wishi Morar,374550842891,7773,Equipment,2025-02-10,0
Zansi Walla,732262611424,20288,Farming,2025-06-06,0
Lopa Apte,805283905306,29738,Housing,2024-07-08,0
Niharika Oommen,716216998336,11270,Education,2024-11-10,0
Gabriel Shan,509688327532,94342,Housing,2024-10-11,0
Nimrat Soni,785253124011,10880,Education,2024-11-22,0
Yatan Loyal,290905829173,17612,Education,2024-11-19,0
Dhriti Dar,694973976876,7252,Education,2025-05-12,1
Priya Narula,196140450387,9492,Farming,2024-12-27,0
Chakradev Dube,258459722050,14367,Education,2025-01-13,0
Yauvani Choudhry,625945838521,5424,LPG,2025-02-19,0
Patrick Chokshi,509203019522,13916,Healthcare,2024-07-01,0
Tarak Patla,383754288463,74755,Housing,2024-11-01,0
Kevin Mittal,627796304483,12247,Healthcare,2025-05-07,1
Adweta Yogi,124648807889,1224,Healthcare,2024-07-28,0
Harita Maharaj,820034093582,76240,Housing,2024-08-28,0
Faris Natarajan,000297806782,19745,Equipment,2024-12-08,0
Odika Kala,664485678689,11761,Farming,2025-03-14,0
Vedika Varughese,675925667349,5819,Equipment,2025-06-29,0
Warjas Sinha,367072413344,23892,Equipment,2025-02-26,0
Pooja Mandal,912983584480,10447,Equipment,2025-02-20,0
Rudra Borde,336159072667,9415,Education,2025-06-09,0
Rajata Tak,863536541951,15253,Education,2025-02-07,1
Tara Chada,124065965756,11364,Farming,2024-09-29,1
Kashish Lad,877006239459,5099,Healthcare,2025-05-18,1
Hritik Som,936044707066,15092,Education,2025-03-10,0
Gunbir Deep,984105075508,4761,LPG,2024-09-22,0
Elijah Patla,262471939165,12764,Farming,2025-02-12,0
Nilima Bhat,620172951266,17869,Education,2025-04-14,0
Hardik Magar,827814705649,70948,Housing,2025-03-05,0
Zansi Krishnamurthy,612374077943,21280,Farming,2024-12-13,0
Bhavani Deep,439300460356,14760,Education,2025-05-08,0
Chaman Choudhry,874747492671,58525,Equipment,2024-09-30,0
Mohammed Dayal,957676024401,18259,Education,2024-11-25,0
Jason Keer,427537373269,2807,LPG,2024-09-14,0
Shivansh Gera,277140046408,64136,Housing,2024-08-21,0
Kashvi Sagar,495013649718,2986,Healthcare,2024-08-18,0
Bhavika Ben,452045242052,71435,Housing,2024-10-12,0
Frado Mangal,298410400327,3406,Farming,2024-09-04,0
Xalak Mand,589041828051,46229,Housing,2024-07-23,0
Hemang Badami,926540162429,15007,LPG,2025-05-03,1
Ryan Dhar,820187767129,7506,LPG,2024-11-07,0
Kai Raman,997883584341,48975,Housing,2024-12-23,0
Zehaan Wali,418652083581,38763,Equipment,2024-10-04,0
Theodore Kumar,818853444859,16861,Education,2025-02-23,0
Ria Andra,525776899773,50629,Equipment,2025-01-08,0
Ubika Mohan,128638110502,52819,Equipment,2024-09-06,0
Nirja Jha,386526841860,2808,LPG,2024-07-21,0
Farhan Pillay,858276546991,5893,LPG,2025-04-10,0
Saanvi Oak,315005835348,5742,LPG,2025-04-11,0
Gayathri Butala,028262542041,51606,Equipment,2024-10-28,0
Logan Sami,727875588675,24577,Farming,2024-10-31,0
Nandini Bansal,777745925412,14314,Farming,2024-09-14,0
Ekta Chhabra,666626089558,12756,Healthcare,2024-10-10,0
Hemang Krishnamurthy,291616934961,88981,Housing,2025-01-19,0
Madhavi Ghose,484000040046,7020,LPG,2024-11-06,0
Kashvi Hegde,546228851412,19493,Education,2025-05-20,1
Kiaan Walia,986886359412,3210,Farming,2025-02-27,0
Osha Sehgal,470311813091,4478,Healthcare,2024-12-28,0
Nathaniel Kapur,240580736561,11248,Education,2025-02-17,0
Ganga Shukla,101683113950,19016,Education,2025-01-09,0
Inaya Bobal,648877190659,9146,Education,2025-04-25,1
Niharika Mall,262898936519,4180,LPG,2024-11-19,0
Hemani Dyal,946628598340,8288,Farming,2025-02-05,0
Hemangini Thakkar,838252129328,6648,Healthcare,2024-10-12,0
Udarsh Jha,565208313001,26244,Equipment,2025-05-22,0
Gaurangi Sabharwal,141247826137,7548,LPG,2025-01-29,0
Zansi Lad,670462268171,5959,LPG,2024-08-21,0
Osha Walia,628660349824,88851,Housing,2025-05-01,0
Eshana Prakash,163484430534,3152,Farming,2025-05-10,1
Lajita Sood,030673830284,20947,Farming,2025-04-21,0
Watika Lala,390410406331,4531,LPG,2025-01-18,0
Unni Kamdar,622135064720,39727,Equipment,2025-04-30,0
Tanish Sankaran,884592123394,11802,Education,2025-03-21,0
Avi Mandal,706290638747,12309,Farming,2024-11-26,0
Dayita Seth,968636776396,30726,Housing,2025-01-07,0
Arunima Naik,564165057143,33448,Housing,2024-10-06,0
Panini Bera,080640020960,4970,Farming,2025-04-13,0
Lucky Mammen,015343324913,4742,LPG,2025-04-18,0
Indali Balasubramanian,621542626718,9245,Healthcare,2025-05-26,0
Yachana Choudhry,093069482721,6869,LPG,2024-11-24,0
Anjali Iyengar,093604709280,22685,Farming,2025-02-17,0
Jairaj Vasa,904957762538,4451,LPG,2025-01-16,0
Mugdha Merchant,181230738880,13333,Education,2024-09-24,0
Qasim Ravi,145183479230,7726,LPG,2025-04-12,0
Ranveer Dayal,577317536397,11670,Healthcare,2025-06-01,0
Guneet Johal,369215260644,10515,Equipment,2024-09-10,0
Mohini Soni,731231555057,6532,Housing,2025-05-03,1
Orinder Dutt,269677456589,6480,Healthcare,2024-07-02,0
Lavanya Gopal,415156819142,2980,LPG,2025-04-01,0
Vansha Mann,388333149325,4822,LPG,2025-04-22,0
Lekha Goyal,154475124573,71067,Housing,2025-06-22,0
Chakradev Varghese,107883127365,385396,LPG,2024-09-15,1
Zaid Suresh,102038870713,39934,Equipment,2024-07-12,0
Raagini Bassi,131378432600,9126,Farming,2024-09-10,0
Rachana Ray,983985907429,2008,LPG,2024-09-12,0
Anjali Saha,884964054315,8985,Education,2025-05-06,0
Dayamai Chaudhary,828219272657,6620,LPG,2025-01-03,0
Advika Misra,426050801849,628,Healthcare,2024-09-09,0
Kamya Comar,202419053626,16042,Farming,2025-01-16,0
Yutika Bhardwaj,694088125143,22923,Farming,2024-11-03,0
Daksh Memon,485833394522,8366,Healthcare,2025-05-23,0
Praneel Setty,392202698014,17929,Farming,2024-11-15,0
Rishi Purohit,547595013367,18990,Farming,2024-08-14,0
Imaran Parmar,007828160413,63120,Housing,2025-06-29,0
Xiti Prasad,731052089831,7071,Healthcare,2024-07-16,0
Chatresh Andra,557393974260,5704,Healthcare,2024-07-23,0
Bhavini Barad,909334271050,1124,Healthcare,2025-03-31,0
Chavvi Kapur,167014104882,9315,Education,2025-06-06,0
Advaith Parekh,926442209690,1734,LPG,2025-01-21,1
Vihaan Aggarwal,990363703616,6115,Farming,2024-12-21,0
Yashodhara Oak,706756149048,5046,LPG,2025-01-04,0
Varenya Dua,531848336492,8203,Education,2025-06-26,0
Aradhana Sehgal,356257621090,14586,Farming,2024-12-25,0
Vaishnavi Singh,254290743389,20499,Farming,2024-12-10,0
Rachana Shroff,297581014100,11048,Healthcare,2024-09-15,0
Tanay Dubey,831108123489,21059,Farming,2024-10-18,0
Kashvi Hegde,546228851412,11263,Healthcare,2025-02-22,0
Lakshmi Hari,140944036841,3006,Healthcare,2024-11-29,0
Fitan Narang,473389147852,4458,LPG,2024-12-02,0
Harsh Kapoor,445038934764,8977,Healthcare,2024-10-02,0
Zansi Narang,990421020275,3616,LPG,2024-07-31,1
Harita Shukla,542793399702,17982,Education,2024-11-30,0
Jeevika Magar,171931516640,33015,Housing,2025-06-12,0
Oliver Kade,066901079237,15968,Farming,2024-09-12,0
Theodore Sami,266897427571,11888,Equipment,2025-05-13,1
Januja Natt,479391171740,10721,LPG,2025-05-17,1
Rehaan Lad,576776576664,10478,Equipment,2025-05-13,1
Irya Arora,565743759824,1582,Healthcare,2024-09-13,0
Arya Misra,687506351903,28310,Equipment,2024-08-08,0
Nathan D’Alia,752221200402,17558,Farming,2024-11-21,0
Aachal Nagy,403603608278,8294,Education,2025-06-29,0
Rushil Mahal,844097123166,2668,Education,2025-02-07,0
Reyansh Khurana,667316785043,88776,Housing,2024-11-13,0
Chandresh Bajaj,224417539677,2927,LPG,2024-09-09,0
Azad Hegde,075808599735,8053,Healthcare,2025-06-07,0
Harini Korpal,534949375973,45456,Housing,2025-01-30,1
Keya Bal,990564317210,40972,Equipment,2025-01-19,0
Vihaan Rajagopal,707286790874,6197,Equipment,2024-11-08,0
Simon Pant,688767677219,16325,Education,2024-10-21,0
Ishani Mital,327147118563,5822,Equipment,2025-04-15,0
Leena Kurian,540584743894,88940,Housing,2024-09-07,0
Ijaya Sami,901793635470,1889,LPG,2024-07-28,0
Hitesh Master,453042143166,2243,LPG,2025-04-30,0
Nisha Borde,564108945207,24305,Farming,2024-12-20,0
Rushil Choudhry,719288920302,14566,Healthcare,2025-02-13,0
Vasudha Pillay,476400068758,82752,Housing,2024-09-06,0
Lila Kaul,974217368385,48235,Equipment,2024-07-29,0
Omya Kothari,625540263558,15282,Equipment,2024-10-07,0
Yuvraj Rao,772971306667,8992,Healthcare,2025-05-08,1
Charvi Mangat,777342658750,17643,Farming,2024-07-05,0
Raksha Rao,301618030387,11542,Healthcare,2024-11-18,0
Mahika Raj,657079432183,17265,LPG,2025-05-20,1
Hamsini Contractor,659184638655,8719,Education,2025-05-20,1
Triveni Mutti,440883318380,25430,LPG,2025-10-02,1
Harshil Mital,545614315383,53366,Equipment,2025-04-12,0
Geetika Sha,052173213305,12073,Healthcare,2025-06-14,0
Anita Ranganathan,703493553417,15326,Housing,2025-05-03,0
Janya Andra,993659552366,11952,Farming,2024-11-10,0
Yashvi Shah,594109083777,3600,LPG,2025-02-13,0
Ishwar Lad,214926142519,5726,LPG,2025-01-27,0
Manbir Kapoor,572903216515,4275,LPG,2025-02-19,0
Devika Setty,597662084078,6147,LPG,2025-01-22,0
Rayaan Bora,566230056094,5569,LPG,2024-08-25,0
Ridhi Sami,325039439884,7595,LPG,2025-02-21,0
Nathan Suresh,715068524608,13416,Healthcare,2025-04-14,0
Triveni Sethi,764201173101,13025,Education,2024-08-28,0
Neelima Purohit,932279859416,86636,Housing,2025-05-30,0
Ekaja Pal,108583755826,6500,Farming,2024-08-14,0
Ayaan Dhaliwal,337610727787,27980,Equipment,2024-12-16,0
Sai Gera,244510762268,7711,Healthcare,2024-08-09,1
Rayaan Bobal,386827609398,6071,Education,2025-04-24,0
Jason Nagarajan,845875862857,2767,LPG,2024-08-18,0
Yuvraj Edwin,476600974909,13635,Education,2025-01-11,0
Shivani Khare,970644071253,7792,LPG,2024-08-24,0
Zaid Dhingra,929445511668,15672,Farming,2025-05-20,0
Odika Nori,792513271950,8399,Education,2024-09-17,0
Pavani Sampath,871082968292,5717,LPG,2024-12-26,0
Gavin Banerjee,367582397883,4121,LPG,2025-01-10,0
Rudra Mander,276078195164,4304,Healthcare,2025-02-22,0
Tara Randhawa,313299678343,4982,LPG,2025-06-15,0
Yadavi Shanker,779359958438,11202,Farming,2025-05-06,0
Upma Butala,576207266931,10895,Healthcare,2025-03-14,0
Eta Devi,631310855604,8980,Healthcare,2025-03-10,0
Ekiya Baral,099734135054,5346,Equipment,2025-01-27,0
Jagvi Sodhi,192969210530,17653,Housing,2024-09-27,0
Vanya Dua,133155206506,13093,Farming,2024-08-03,0
Aayush Srinivasan,090429856585,18076,Education,2025-02-28,0
Jason Wali,755984142024,4814,Healthcare,2024-12-25,0
Samesh Halder,654035687429,4509,Education,2025-07-01,0
Adweta Thakkar,526903000849,19900,Equipment,2024-12-22,0
Bina Chahal,050455623869,51211,Housing,2025-05-16,1
Urmi Ravi,400819822283,21126,Farming,2025-04-11,0
Siddharth Wason,861318839557,3628,Education,2024-07-15,0
Vrishti Baria,310906929512,19835,Equipment,2025-05-29,0
Varenya Kala,227495450892,6272,Education,2025-04-13,0
Shivani Mistry,494242258872,12613,Farming,2024-12-10,0
Manthan Narang,953185004231,57105,Equipment,2024-09-10,0
Devansh Nigam,842710947775,24240,Farming,2024-11-07,0
Darika Sastry,871042883222,30735,Equipment,2024-11-22,0
Agastya Pandit,373053428907,34050,Equipment,2025-05-22,0
Sarthak Grover,854867126792,67171,Housing,2024-11-23,0
Odika Vohra,910193353892,6527,Farming,2025-02-23,0
Aishani Varughese,472304618499,3467,LPG,2024-09-18,1
Charan Chaudry,621261371640,6429,Farming,2024-11-15,0
Tripti Sinha,945530952761,18229,Equipment,2024-07-02,0
Nihal Ramakrishnan,408822309586,16319,Farming,2025-03-02,0
Ekaja Choudhry,696540650023,4117,LPG,2024-12-03,0
Warhi Thakkar,464870707889,6096,Healthcare,2025-05-07,1
Hamsini Soman,937930131057,9754,Education,2025-04-17,0
Henry Merchant,570545897148,40189,Equipment,2024-09-14,0
Hemang Badal,826369008973,48249,Equipment,2024-10-22,0
Yachana Luthra,108092616620,9536,Education,2024-12-30,0
Gaurangi Merchant,628307338475,9033,LPG,2025-05-08,1
Jagrati Srinivasan,323035892988,16404,Education,2025-01-02,0
Vedika Solanki,641782560199,37073,Equipment,2024-08-26,0
Vanya Sagar,594958339091,2937,LPG,2024-08-18,0
Arjun Wable,309754247388,47096,Equipment,2025-06-29,0
Wazir Deo,207000267554,41249,Housing,2025-06-28,0
Vedika Kala,633161408231,11696,Farming,2025-05-17,1
Ishani Sawhney,120881907760,14208,Farming,2024-07-13,0
Utkarsh Patel,696582710910,2902,LPG,2024-07-31,0
Aarush Nayar,598305122063,6850,Healthcare,2025-02-17,0
Elijah Parmar,934015364154,19677,Housing,2024-12-15,0
Ishaan Ray,937011859689,29622,Equipment,2025-05-26,0
Madhav Kumar,034267845661,15814,Education,2024-12-27,0
Umang Saini,580624755526,94615,Housing,2024-07-28,0
Yatan Devan,320654326143,7145,LPG,2025-06-22,0
Isaac Patil,330923271937,19093,Equipment,2025-01-05,0
Vinaya Vyas,969618502887,5510,Education,2024-10-12,0
Harrison Tailor,790507236887,12162,Education,2024-11-17,1
Harshil More,555106116389,6850,LPG,2024-11-15,0
Kashvi Nazareth,536513386136,72309,Housing,2025-01-14,0
Yutika Wagle,592714369474,3479,Healthcare,2025-05-22,0
Mohini Soni,731231555057,19825,Healthcare,2025-05-07,1
Quincy Chaudry,304350238502,20931,Farming,2025-05-09,0
Vinaya Parmar,256589284881,5439,LPG,2025-02-09,0
Siddharth Gupta,728321528506,4208,Housing,2025-05-18,1
Raksha Mangal,320724861156,50729,Equipment,2024-09-20,0
Dev Zachariah,679301481160,5259,LPG,2025-06-29,0
Jyoti Bobal,872388565665,9616,Education,2025-05-14,1
Lakshit Murty,373102511735,330633,Farming,2025-03-02,1
Unni Khanna,530682575336,6258,LPG,2025-03-30,0
Aadi Raghavan,826144645575,4464,Farming,2024-07-23,0
Arya Atwal,935001154617,6616,LPG,2025-03-29,0
Chakradhar Venkataraman,722264728333,6353,LPG,2024-09-20,0
Yashasvi Patil,206675490597,24191,Farming,2024-11-01,0
Hritik Bath,402845958769,3933,LPG,2024-08-18,0
Gauri Pall,447251212086,48274,Equipment,2025-06-24,0
Abhiram Kaul,020256913303,5950,Education,2024-11-07,0
Guneet Maharaj,191343169173,15888,Farming,2025-03-31,0
Ijaya Dani,775965555356,64972,Housing,2024-12-30,0
Yochana Som,044656701629,13370,Healthcare,2025-03-15,0
Vanya Deshmukh,888461086226,50886,Equipment,2025-05-08,0
Ekiya Baral,099734135054,6263,LPG,2025-05-14,1
Qabil Singhal,238282586736,34582,Equipment,2024-10-22,1
Riya Kakar,519582632809,3226,LPG,2025-01-08,0
Manya Merchant,575639836520,12725,Farming,2025-03-27,0
Simon Dora,250064227643,6908,LPG,2025-05-27,0
Amol Desai,345764947897,2747,Healthcare,2025-06-24,0
Arya Edwin,866594818272,2307,Healthcare,2025-06-04,0
Onkar Sani,442054051556,81780,Housing,2024-11-21,0
Vansha Datta,073460316134,15437,Education,2025-04-27,0
Manan Kumer,056441589689,31683,Equipment,2024-12-04,0
